epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,14630.2,0.71644,0.55283,1.0265,0.98367,0.98375,0.99329,0.91906,0.57015,0.34155,0.91595,0.000230966,0.000230966,0.000230966
186,14709,0.7167,0.54591,1.01952,0.97999,0.98696,0.99345,0.92078,0.56507,0.33751,0.91372,0.000229026,0.000229026,0.000229026
187,14787.9,0.72228,0.55116,1.01648,0.97791,0.98678,0.99336,0.91768,0.55959,0.34102,0.90973,0.000227086,0.000227086,0.000227086
188,14866.6,0.7114,0.54573,1.0146,0.98042,0.98549,0.99334,0.9175,0.56295,0.34415,0.91185,0.000225145,0.000225145,0.000225145
189,14945.5,0.71933,0.55079,1.02692,0.97862,0.98704,0.99355,0.91911,0.56349,0.33935,0.91144,0.000223205,0.000223205,0.000223205
190,15024.1,0.71303,0.54072,1.015,0.98351,0.98331,0.99347,0.91975,0.56083,0.33875,0.90914,0.000221264,0.000221264,0.000221264
191,15102.8,0.70646,0.53851,1.01668,0.98242,0.98456,0.9934,0.92288,0.55658,0.33658,0.90917,0.000219324,0.000219324,0.000219324
192,15181.5,0.70875,0.54195,1.01946,0.98324,0.98348,0.99354,0.92437,0.56012,0.33786,0.91054,0.000217384,0.000217384,0.000217384
193,15260.3,0.70387,0.54321,1.02132,0.98424,0.98152,0.99354,0.92156,0.55809,0.3338,0.91023,0.000215443,0.000215443,0.000215443
194,15338.9,0.71202,0.53885,1.01963,0.98121,0.98828,0.99347,0.92226,0.55832,0.33411,0.91017,0.000213503,0.000213503,0.000213503
195,15417.8,0.71126,0.53259,1.01316,0.98257,0.98645,0.99356,0.92109,0.55498,0.34389,0.90904,0.000211562,0.000211562,0.000211562
196,15496.5,0.70311,0.52915,1.01253,0.98325,0.98445,0.9936,0.92188,0.55658,0.3394,0.90818,0.000209622,0.000209622,0.000209622
197,15575.3,0.70099,0.52416,1.0156,0.98109,0.98621,0.9936,0.92247,0.55561,0.33224,0.90631,0.000207682,0.000207682,0.000207682
198,15653.9,0.69226,0.53139,1.00239,0.98269,0.98558,0.99344,0.92329,0.5543,0.331,0.90682,0.000205741,0.000205741,0.000205741
199,15732.5,0.70085,0.52902,1.01328,0.98016,0.98868,0.99357,0.92453,0.54949,0.33229,0.90402,0.000203801,0.000203801,0.000203801
200,15811.3,0.70233,0.53792,1.01616,0.98266,0.98615,0.99358,0.92484,0.54698,0.32996,0.90434,0.00020186,0.00020186,0.00020186
201,15890,0.70015,0.53717,1.01189,0.98473,0.98763,0.99362,0.92549,0.54595,0.33168,0.90205,0.00019992,0.00019992,0.00019992
202,15968.6,0.70572,0.54629,1.01799,0.98343,0.98748,0.99368,0.92551,0.54279,0.33163,0.9007,0.00019798,0.00019798,0.00019798
203,16047.3,0.69428,0.5385,1.01576,0.98328,0.9875,0.99371,0.92746,0.54652,0.33029,0.90615,0.000196039,0.000196039,0.000196039
204,16126.1,0.69812,0.53251,1.00857,0.98283,0.98853,0.99378,0.92822,0.54208,0.33296,0.90327,0.000194099,0.000194099,0.000194099
205,16205,0.69212,0.52218,1.00736,0.98333,0.98572,0.99375,0.92697,0.54033,0.33151,0.90129,0.000192158,0.000192158,0.000192158
206,16283.7,0.68971,0.52431,1.00709,0.98571,0.98512,0.99375,0.92785,0.53909,0.32705,0.89994,0.000190218,0.000190218,0.000190218
207,16362.5,0.68232,0.52073,1.00593,0.98533,0.98588,0.99371,0.92852,0.53648,0.32578,0.89915,0.000188278,0.000188278,0.000188278
208,16441.2,0.69828,0.53824,1.01273,0.98295,0.98559,0.99351,0.92781,0.53497,0.3277,0.89721,0.000186337,0.000186337,0.000186337
209,16520.1,0.68854,0.52664,1.00992,0.98349,0.98617,0.9937,0.93013,0.5328,0.32201,0.89659,0.000184397,0.000184397,0.000184397
210,16598.8,0.69025,0.52211,1.00197,0.98126,0.98588,0.99356,0.92968,0.53702,0.32461,0.89915,0.000182456,0.000182456,0.000182456
211,16677.5,0.69604,0.53606,1.01448,0.98169,0.98877,0.99356,0.92604,0.53408,0.3239,0.89602,0.000180516,0.000180516,0.000180516
212,16756.2,0.68903,0.51111,1.00064,0.98062,0.98871,0.99373,0.92987,0.53115,0.32153,0.89457,0.000178576,0.000178576,0.000178576
213,16834.8,0.67346,0.52452,1.00428,0.98461,0.98628,0.99359,0.9322,0.53075,0.31963,0.89515,0.000176635,0.000176635,0.000176635
214,16913.6,0.68549,0.51938,1.00713,0.98438,0.98635,0.99377,0.93007,0.52952,0.32168,0.89487,0.000174695,0.000174695,0.000174695
215,16992.3,0.67776,0.52342,1.00624,0.98632,0.98686,0.99384,0.93121,0.53166,0.32232,0.89888,0.000172754,0.000172754,0.000172754
216,17070.9,0.67,0.51222,0.99989,0.98405,0.98677,0.99367,0.93022,0.5316,0.32292,0.89717,0.000170814,0.000170814,0.000170814
217,17149.8,0.68296,0.5163,1.00542,0.98251,0.98852,0.99338,0.93026,0.52449,0.32363,0.8932,0.000168874,0.000168874,0.000168874
218,17228.6,0.67567,0.51231,1.00052,0.98434,0.98749,0.99375,0.93417,0.52003,0.31853,0.89034,0.000166933,0.000166933,0.000166933
219,17307.2,0.67691,0.52063,1.00407,0.98642,0.98751,0.99392,0.93311,0.52712,0.31949,0.8949,0.000164993,0.000164993,0.000164993
220,17386,0.67644,0.51185,1.00258,0.98553,0.98735,0.9939,0.93308,0.52398,0.31923,0.89334,0.000163052,0.000163052,0.000163052
221,17464.8,0.67779,0.51975,1.00152,0.98716,0.98594,0.99388,0.93348,0.52571,0.32168,0.89578,0.000161112,0.000161112,0.000161112
222,17543.5,0.67639,0.51452,1.00425,0.98706,0.98582,0.99401,0.935,0.52071,0.3158,0.89204,0.000159172,0.000159172,0.000159172
223,17622.3,0.68182,0.51278,1.00235,0.98513,0.98766,0.99386,0.93415,0.52046,0.31762,0.89154,0.000157231,0.000157231,0.000157231
224,17701,0.66927,0.51496,1.00008,0.98607,0.98827,0.99387,0.9321,0.51869,0.31507,0.89049,0.000155291,0.000155291,0.000155291
225,17779.6,0.67602,0.52219,1.00582,0.98562,0.9892,0.99381,0.93364,0.51783,0.31722,0.89206,0.00015335,0.00015335,0.00015335
226,17858.2,0.67454,0.51843,0.99821,0.98483,0.98823,0.99396,0.93504,0.51691,0.3187,0.89072,0.00015141,0.00015141,0.00015141
227,17936.8,0.67454,0.51648,1.00567,0.98506,0.98795,0.99402,0.93609,0.51508,0.31617,0.8894,0.00014947,0.00014947,0.00014947
228,18015.5,0.67473,0.51664,0.9998,0.9858,0.98901,0.99409,0.93321,0.51372,0.31733,0.8875,0.000147529,0.000147529,0.000147529
229,18094.2,0.66471,0.51185,0.99952,0.98379,0.99056,0.99414,0.93604,0.51125,0.31361,0.88735,0.000145589,0.000145589,0.000145589
230,18173,0.66109,0.49646,0.98957,0.98669,0.98876,0.99409,0.93624,0.50879,0.31144,0.88801,0.000143648,0.000143648,0.000143648
231,18251.8,0.66702,0.50471,0.99785,0.98544,0.98704,0.99391,0.93593,0.51218,0.31233,0.8881,0.000141708,0.000141708,0.000141708
232,18330.5,0.66032,0.50364,0.99364,0.98639,0.98702,0.99403,0.93633,0.51008,0.3128,0.88852,0.000139768,0.000139768,0.000139768
233,18409.4,0.66655,0.50146,0.99752,0.98634,0.98984,0.99411,0.93717,0.50919,0.3131,0.88655,0.000137827,0.000137827,0.000137827
234,18488.1,0.66149,0.50102,0.99717,0.98614,0.98952,0.99414,0.93659,0.50758,0.31292,0.88512,0.000135887,0.000135887,0.000135887
235,18566.9,0.65044,0.49323,0.98962,0.98607,0.98866,0.99407,0.93695,0.50655,0.31127,0.88328,0.000133946,0.000133946,0.000133946
236,18645.7,0.66316,0.50615,0.99595,0.98515,0.9882,0.99394,0.93657,0.50653,0.31197,0.88277,0.000132006,0.000132006,0.000132006
237,18724.5,0.65506,0.4979,0.9915,0.98657,0.98541,0.9941,0.93831,0.50525,0.30912,0.88255,0.000130066,0.000130066,0.000130066
238,18803.1,0.66538,0.50109,0.99385,0.98375,0.98952,0.99411,0.93876,0.50411,0.30945,0.88287,0.000128125,0.000128125,0.000128125
239,18881.9,0.6647,0.49638,0.9949,0.9851,0.98867,0.9941,0.93719,0.50196,0.30887,0.88111,0.000126185,0.000126185,0.000126185
240,18960.4,0.65891,0.50485,0.99299,0.98332,0.98981,0.99396,0.93965,0.50113,0.30813,0.88048,0.000124244,0.000124244,0.000124244
241,19039.1,0.64255,0.47794,0.98907,0.98626,0.98829,0.99399,0.93829,0.50087,0.31003,0.88076,0.000122304,0.000122304,0.000122304
242,19117.9,0.65243,0.49366,0.98751,0.98325,0.98811,0.99413,0.93852,0.49972,0.30718,0.88023,0.000120364,0.000120364,0.000120364
243,19196.7,0.65794,0.49177,0.98899,0.984,0.98831,0.9941,0.93725,0.49843,0.30599,0.8783,0.000118423,0.000118423,0.000118423
244,19275.3,0.65582,0.48941,0.99238,0.98612,0.98707,0.99413,0.94029,0.49737,0.30597,0.87823,0.000116483,0.000116483,0.000116483
245,19354.1,0.64929,0.49401,0.99158,0.98302,0.99,0.99386,0.93957,0.4967,0.30789,0.87903,0.000114542,0.000114542,0.000114542
246,19432.7,0.65163,0.48595,0.9924,0.98559,0.98718,0.99403,0.93843,0.49857,0.30856,0.87995,0.000112602,0.000112602,0.000112602
247,19511.4,0.652,0.5029,0.99232,0.9857,0.98731,0.99419,0.93835,0.49453,0.30552,0.87792,0.000110662,0.000110662,0.000110662
248,19590.2,0.63972,0.48433,0.9862,0.98473,0.98897,0.99421,0.94024,0.49279,0.30348,0.87765,0.000108721,0.000108721,0.000108721
249,19668.9,0.65486,0.49883,0.98869,0.98453,0.98908,0.99414,0.94026,0.49321,0.30418,0.87787,0.000106781,0.000106781,0.000106781
250,19747.7,0.64143,0.48412,0.98653,0.98721,0.98555,0.99416,0.94006,0.49239,0.30255,0.87838,0.00010484,0.00010484,0.00010484
251,19826.3,0.65355,0.49882,0.99496,0.98672,0.98628,0.99413,0.94076,0.49075,0.30421,0.87753,0.0001029,0.0001029,0.0001029
252,19905.1,0.64974,0.49855,0.99259,0.98538,0.98911,0.99417,0.93976,0.49295,0.30354,0.87795,0.00010096,0.00010096,0.00010096
253,19983.7,0.63523,0.48281,0.98279,0.98654,0.98634,0.99417,0.94283,0.48828,0.3015,0.8769,9.90192e-05,9.90192e-05,9.90192e-05
254,20062.5,0.64339,0.49108,0.98677,0.98781,0.98639,0.99418,0.94045,0.4903,0.30352,0.87735,9.70788e-05,9.70788e-05,9.70788e-05
255,20141.3,0.64668,0.49105,0.99361,0.98765,0.98508,0.99419,0.94291,0.48788,0.30147,0.87531,9.51384e-05,9.51384e-05,9.51384e-05
256,20220,0.64996,0.49736,0.99312,0.98743,0.98798,0.99419,0.94254,0.48602,0.30257,0.87423,9.3198e-05,9.3198e-05,9.3198e-05
257,20298.7,0.6518,0.49251,0.98918,0.98595,0.98898,0.99422,0.94264,0.4847,0.30281,0.87393,9.12576e-05,9.12576e-05,9.12576e-05
258,20377.4,0.64121,0.48705,0.98877,0.98664,0.98767,0.99424,0.94303,0.48687,0.30215,0.87537,8.93172e-05,8.93172e-05,8.93172e-05
259,20456.1,0.62772,0.48183,0.98423,0.98764,0.98659,0.99422,0.94392,0.48454,0.30078,0.87354,8.73768e-05,8.73768e-05,8.73768e-05
260,20534.8,0.64024,0.48216,0.98802,0.98673,0.98879,0.99421,0.94303,0.48535,0.30127,0.874,8.54364e-05,8.54364e-05,8.54364e-05
261,20613.5,0.64686,0.49928,0.99153,0.98711,0.98831,0.99421,0.94373,0.48535,0.30127,0.87389,8.3496e-05,8.3496e-05,8.3496e-05
262,20692.3,0.63774,0.48469,0.98833,0.9889,0.98701,0.99425,0.94373,0.48442,0.30062,0.87369,8.15556e-05,8.15556e-05,8.15556e-05
263,20770.9,0.63537,0.49291,0.98466,0.98939,0.98868,0.99428,0.94355,0.48411,0.30063,0.87327,7.96152e-05,7.96152e-05,7.96152e-05
264,20849.7,0.63725,0.47802,0.9856,0.98902,0.98778,0.99421,0.94362,0.48295,0.30158,0.87365,7.76748e-05,7.76748e-05,7.76748e-05
265,20928.3,0.63841,0.48455,0.98161,0.98892,0.98858,0.99426,0.94322,0.48259,0.3019,0.87324,7.57344e-05,7.57344e-05,7.57344e-05
266,21006.9,0.62648,0.47584,0.97847,0.98749,0.98874,0.99426,0.94295,0.48084,0.29974,0.87205,7.3794e-05,7.3794e-05,7.3794e-05
267,21085.6,0.64606,0.4921,0.99055,0.98895,0.98723,0.9943,0.94514,0.47985,0.2995,0.87119,7.18536e-05,7.18536e-05,7.18536e-05
268,21164.3,0.6329,0.48358,0.98231,0.99024,0.98773,0.99427,0.94391,0.47915,0.2981,0.87059,6.99132e-05,6.99132e-05,6.99132e-05
269,21242.9,0.64003,0.48892,0.9831,0.98717,0.98901,0.99435,0.94365,0.47801,0.29724,0.87017,6.79728e-05,6.79728e-05,6.79728e-05
270,21321.6,0.62119,0.47639,0.98208,0.98892,0.98691,0.9943,0.94316,0.47928,0.2988,0.87067,6.60324e-05,6.60324e-05,6.60324e-05
271,21400.4,0.63563,0.48709,0.98091,0.98999,0.98795,0.9943,0.9444,0.4781,0.29793,0.8703,6.4092e-05,6.4092e-05,6.4092e-05
272,21479.1,0.63139,0.48975,0.99233,0.99029,0.98835,0.9943,0.94442,0.47581,0.29713,0.86912,6.21516e-05,6.21516e-05,6.21516e-05
273,21557.8,0.6338,0.48069,0.98483,0.98893,0.9904,0.99431,0.94434,0.47463,0.29672,0.86834,6.02112e-05,6.02112e-05,6.02112e-05
274,21636.4,0.62906,0.48272,0.98617,0.99079,0.98732,0.99423,0.9452,0.47424,0.29649,0.86789,5.82708e-05,5.82708e-05,5.82708e-05
275,21715.2,0.62707,0.47525,0.98219,0.99011,0.98774,0.99419,0.9453,0.47414,0.29559,0.86755,5.63304e-05,5.63304e-05,5.63304e-05
276,21793.9,0.62956,0.48208,0.98533,0.99117,0.98707,0.99417,0.94593,0.47358,0.29513,0.86776,5.439e-05,5.439e-05,5.439e-05
277,21872.5,0.62548,0.47615,0.98385,0.9892,0.98781,0.99422,0.94596,0.47301,0.29476,0.86795,5.24496e-05,5.24496e-05,5.24496e-05
278,21951.2,0.62963,0.4751,0.98475,0.98835,0.98876,0.9943,0.94662,0.47321,0.29462,0.86837,5.05092e-05,5.05092e-05,5.05092e-05
279,22029.9,0.63205,0.48041,0.98684,0.99074,0.98795,0.99432,0.94639,0.47225,0.29431,0.86778,4.85688e-05,4.85688e-05,4.85688e-05
280,22108.6,0.61803,0.47349,0.98248,0.99068,0.98727,0.99434,0.94673,0.47036,0.29273,0.86651,4.66284e-05,4.66284e-05,4.66284e-05
281,22187.2,0.62056,0.48111,0.98327,0.99181,0.9866,0.99437,0.94659,0.47169,0.29385,0.86723,4.4688e-05,4.4688e-05,4.4688e-05
282,22265.9,0.62912,0.48106,0.98059,0.98947,0.98815,0.99435,0.94731,0.47004,0.29357,0.86649,4.27476e-05,4.27476e-05,4.27476e-05
283,22344.7,0.61185,0.46703,0.97378,0.99022,0.98657,0.99438,0.94753,0.46912,0.29351,0.86621,4.08072e-05,4.08072e-05,4.08072e-05
284,22423.3,0.62954,0.47659,0.98417,0.98954,0.98792,0.99436,0.94752,0.46872,0.29238,0.86583,3.88668e-05,3.88668e-05,3.88668e-05
285,22502,0.62456,0.48196,0.97783,0.98928,0.98804,0.99436,0.94656,0.46902,0.29238,0.86566,3.69264e-05,3.69264e-05,3.69264e-05
286,22580.6,0.62318,0.47684,0.98082,0.98995,0.9875,0.99436,0.94747,0.4683,0.29116,0.86531,3.4986e-05,3.4986e-05,3.4986e-05
287,22659.3,0.61846,0.46911,0.98007,0.99093,0.98748,0.99439,0.9465,0.4685,0.29114,0.86518,3.30456e-05,3.30456e-05,3.30456e-05
288,22738,0.61982,0.47932,0.98087,0.99071,0.98613,0.99439,0.94801,0.46817,0.291,0.86547,3.11052e-05,3.11052e-05,3.11052e-05
289,22816.7,0.62254,0.46949,0.97457,0.98971,0.98728,0.99442,0.94847,0.46774,0.28983,0.86581,2.91648e-05,2.91648e-05,2.91648e-05
290,22895.2,0.61414,0.47028,0.97918,0.98877,0.98843,0.9944,0.94781,0.46693,0.29008,0.86514,2.72244e-05,2.72244e-05,2.72244e-05
291,22996.3,0.55439,0.3568,0.92134,0.98946,0.98612,0.99417,0.94528,0.47314,0.29465,0.86646,2.5284e-05,2.5284e-05,2.5284e-05
292,23074.3,0.52928,0.33569,0.91249,0.99048,0.9846,0.99411,0.94305,0.47959,0.29849,0.86864,2.33436e-05,2.33436e-05,2.33436e-05
293,23152.2,0.52941,0.33347,0.91449,0.99178,0.98398,0.99415,0.94241,0.48102,0.29834,0.86916,2.14032e-05,2.14032e-05,2.14032e-05
294,23230.1,0.52939,0.33321,0.91863,0.99272,0.98396,0.99419,0.94271,0.48097,0.29765,0.86935,1.94628e-05,1.94628e-05,1.94628e-05
295,23308.1,0.52152,0.32731,0.91312,0.98988,0.98591,0.99424,0.94375,0.47891,0.29589,0.86848,1.75224e-05,1.75224e-05,1.75224e-05
296,23386,0.52723,0.32941,0.91441,0.99046,0.98518,0.99421,0.9445,0.47663,0.29478,0.86754,1.5582e-05,1.5582e-05,1.5582e-05
297,23463.9,0.5188,0.32763,0.91217,0.99069,0.98559,0.99423,0.94464,0.47523,0.29364,0.86682,1.36416e-05,1.36416e-05,1.36416e-05
298,23541.8,0.51925,0.32866,0.91015,0.99136,0.98536,0.99424,0.94488,0.47508,0.29364,0.86688,1.17012e-05,1.17012e-05,1.17012e-05
299,23619.7,0.51653,0.32267,0.90851,0.9928,0.98513,0.99425,0.94514,0.47322,0.29252,0.86618,9.7608e-06,9.7608e-06,9.7608e-06
300,23697.6,0.51607,0.32679,0.90586,0.99101,0.98514,0.99427,0.94482,0.47233,0.29222,0.86588,7.8204e-06,7.8204e-06,7.8204e-06
